field_id,date,timestamp,temperature,humidity_air,precipitation,wind_speed,soil_moisture,crop_type,soil_type,yield_actual,irrigation_volume,irrigation_recommended,is_anomaly,humidity,precipitation_7d,avg_temperature_7d,solar_radiation,crop_code,soil_code,yield_tha
field_012,2024-12-29,2024-12-29T00:00:00,29.0,88.01,0.06,1.42,61.87,soy,Чернозём,0.3725,1.34,1.1,False,88.01,0.29,30.04,235.02,4,0,1.676
field_013,2024-12-29,2024-12-29T00:00:00,9.79,83.34,24.7,6.11,85.23,soy,Суглинок,0.374,0.0,0.0,False,83.34,148.79,11.98,696.95,4,1,1.683
field_014,2024-12-29,2024-12-29T00:00:00,21.0,29.35,1.67,7.73,17.8,wheat,Суглинок,0.5903,10.67,13.02,False,29.35,12.82,23.51,540.37,0,1,4.723
field_015,2024-12-29,2024-12-29T00:00:00,34.66,92.91,14.75,13.63,101.8,other,Песчаник,0.4347,0.0,0.0,True,92.91,69.78,35.01,313.49,6,2,2.608
field_016,2024-12-29,2024-12-29T00:00:00,26.99,88.46,13.51,12.61,81.09,barley,Чернозём,0.6836,0.0,0.0,False,88.46,56.2,29.55,312.92,3,0,4.785
field_017,2024-12-30,2024-12-30T00:00:00,22.88,92.82,6.57,1.39,53.78,sugar_beet,Песчаник,0.67,6.77,5.68,False,92.82,68.54,20.0,261.41,5,2,40.198
field_018,2024-12-30,2024-12-30T00:00:00,5.26,88.2,9.91,12.99,74.52,barley,Суглинок,0.5319,0.0,0.0,False,88.2,85.46,6.62,459.24,3,1,3.724
field_019,2024-12-30,2024-12-30T00:00:00,18.57,58.04,20.23,12.53,68.54,sugar_beet,Глинистый,0.7423,0.57,0.51,False,58.04,132.99,18.48,743.01,5,3,44.538
field_020,2024-12-30,2024-12-30T00:00:00,10.65,41.46,22.13,5.01,53.99,other,Суглинок,0.553,1.63,2.1,False,41.46,142.49,9.88,528.2,6,1,3.318
field_001,2024-12-30,2024-12-30T00:00:00,23.81,82.07,10.48,3.15,62.31,other,Глинистый,0.5381,0.0,0.0,False,82.07,64.78,24.72,378.45,6,3,3.229
field_002,2024-12-30,2024-12-30T00:00:00,34.18,77.89,23.57,4.1,90.11,wheat,Чернозём,0.5119,0.0,0.0,False,77.89,194.68,33.27,183.95,0,0,4.095
field_003,2024-12-31,2024-12-31T00:00:00,16.14,62.12,5.42,13.72,51.29,wheat,Песчаник,0.4737,0.92,1.3,False,62.12,38.05,16.2,305.68,0,2,3.79
field_004,2024-12-31,2024-12-31T00:00:00,17.48,95.52,4.38,8.99,62.58,other,Песчаник,0.5015,0.0,0.0,False,95.52,24.63,20.42,341.04,6,2,3.009
field_005,2024-12-31,2024-12-31T00:00:00,14.77,83.89,21.19,1.01,69.72,soy,Суглинок,0.4809,0.0,0.0,False,83.89,200.16,16.97,235.44,4,1,2.164
field_006,2024-12-31,2024-12-31T00:00:00,30.29,95.95,10.01,4.18,80.81,sugar_beet,Чернозём,0.9473,0.0,0.0,False,95.95,90.13,31.73,614.17,5,0,56.839
field_007,2024-12-31,2024-12-31T00:00:00,32.76,78.71,18.79,0.83,74.19,sugar_beet,Песчаник,0.4767,0.0,0.0,False,78.71,187.99,35.25,168.58,5,2,28.601
field_008,2025-01-01,2025-01-01T00:00:00,15.56,61.98,20.81,7.67,77.49,corn,Торфяной,0.7673,0.0,0.0,False,61.98,165.58,13.4,483.26,1,4,9.208
field_009,2025-01-01,2025-01-01T00:00:00,18.73,46.64,10.21,11.59,-0.91,soy,Суглинок,0.438,3.44,4.53,True,46.64,38.63,16.12,211.55,4,1,1.971
field_010,2025-01-01,2025-01-01T00:00:00,37.2,29.5,0.77,12.48,17.5,sunflower,Чернозём,0.3317,11.88,14.88,False,29.5,3.56,38.8,288.49,2,0,1.327
field_011,2025-01-01,2025-01-01T00:00:00,13.27,74.04,19.5,1.01,56.32,other,Торфяной,0.4652,1.46,1.29,False,74.04,87.64,15.65,627.0,6,4,2.791
field_012,2025-01-01,2025-01-01T00:00:00,16.84,82.07,18.72,5.09,78.1,sunflower,Торфяной,0.6304,0.0,0.0,False,82.07,149.46,18.0,534.77,2,4,2.522
field_013,2025-01-01,2025-01-01T00:00:00,21.24,38.05,19.61,3.89,52.8,wheat,Глинистый,0.6537,0.63,0.77,False,38.05,165.27,21.6,322.31,0,3,5.23
field_014,2025-01-02,2025-01-02T00:00:00,15.65,60.84,13.24,8.6,59.63,corn,Песчаник,0.5091,2.12,1.88,False,60.84,74.84,17.08,606.49,1,2,6.109
field_015,2025-01-02,2025-01-02T00:00:00,20.3,36.95,16.99,3.56,46.98,barley,Песчаник,0.562,1.2,1.06,False,36.95,68.62,23.25,379.79,3,2,3.934
field_016,2025-01-02,2025-01-02T00:00:00,14.23,32.39,8.29,6.46,26.93,sunflower,Суглинок,0.5144,14.1,11.57,False,32.39,83.6,13.52,427.02,2,1,2.058
field_017,2025-01-02,2025-01-02T00:00:00,17.29,91.2,8.5,11.43,68.11,sugar_beet,Чернозём,0.7655,0.51,0.66,False,91.2,87.89,19.91,354.36,5,0,45.928
field_018,2025-01-02,2025-01-02T00:00:00,22.52,79.45,18.49,4.1,71.59,corn,Чернозём,0.9172,0.0,0.0,False,79.45,143.49,21.15,297.73,1,0,11.006
field_019,2025-01-03,2025-01-03T00:00:00,29.24,26.59,24.27,11.5,47.13,sunflower,Глинистый,0.4735,4.92,4.5,False,26.59,144.45,26.28,509.88,2,3,1.894
field_020,2025-01-03,2025-01-03T00:00:00,24.47,45.28,8.32,3.86,51.77,barley,Глинистый,0.6014,0.0,0.0,False,45.28,33.89,26.16,735.0,3,3,4.21
field_001,2025-01-03,2025-01-03T00:00:00,22.05,51.79,18.62,9.28,52.06,barley,Суглинок,0.5452,0.0,0.0,False,51.79,90.12,22.64,311.56,3,1,3.816
field_002,2025-01-03,2025-01-03T00:00:00,32.16,66.43,11.24,1.9,59.87,sugar_beet,Суглинок,0.5579,3.77,3.55,False,66.43,64.42,29.18,294.27,5,1,33.473
field_003,2025-01-03,2025-01-03T00:00:00,25.79,35.64,9.43,9.49,101.78,wheat,Суглинок,0.7176,5.83,6.1,True,35.64,98.34,25.92,358.59,0,1,5.74
field_004,2025-01-03,2025-01-03T00:00:00,28.67,58.29,23.2,8.63,69.18,sunflower,Глинистый,0.4872,0.0,0.0,False,58.29,227.72,26.5,337.39,2,3,1.949
field_005,2025-01-04,2025-01-04T00:00:00,33.15,85.73,2.46,11.76,66.57,corn,Песчаник,0.37,0.0,0.0,False,85.73,12.62,31.44,360.66,1,2,4.44
field_006,2025-01-04,2025-01-04T00:00:00,31.07,55.98,2.55,6.52,56.13,other,Чернозём,0.5488,1.6,1.35,False,55.98,9.86,29.32,374.19,6,0,3.293
field_007,2025-01-04,2025-01-04T00:00:00,39.46,26.19,0.39,1.7,23.51,corn,Торфяной,0.2959,16.16,14.52,False,26.19,2.74,38.06,625.93,1,4,3.55
field_008,2025-01-04,2025-01-04T00:00:00,28.36,32.13,23.43,8.25,48.29,sunflower,Песчаник,0.4821,4.98,4.1,False,32.13,235.72,28.48,530.88,2,2,1.928
field_009,2025-01-04,2025-01-04T00:00:00,11.85,91.72,5.4,8.0,54.47,barley,Торфяной,0.4521,0.0,0.0,False,91.72,25.14,14.84,210.06,3,4,3.165
field_010,2025-01-05,2025-01-05T00:00:00,20.0,50.11,3.43,13.04,23.0,other,Глинистый,0.4598,15.51,12.95,False,50.11,34.34,20.81,693.57,6,3,2.759
field_011,2025-01-05,2025-01-05T00:00:00,14.51,53.16,7.53,1.5,37.65,soy,Торфяной,0.4265,9.24,9.57,False,53.16,50.93,16.2,310.72,4,4,1.919
field_012,2025-01-05,2025-01-05T00:00:00,34.74,62.31,15.81,1.86,66.03,barley,Глинистый,0.4674,0.0,0.0,False,62.31,81.8,37.35,581.76,3,3,3.272
field_013,2025-01-05,2025-01-05T00:00:00,32.87,50.5,21.83,12.57,56.29,sunflower,Чернозём,0.6008,1.17,1.3,False,50.5,109.87,33.25,323.55,2,0,2.403
field_014,2025-01-05,2025-01-05T00:00:00,8.21,71.81,22.74,1.91,79.48,sugar_beet,Глинистый,0.5722,0.0,0.0,False,71.81,167.94,7.38,577.64,5,3,34.33
field_015,2025-01-05,2025-01-05T00:00:00,19.04,95.08,14.34,10.71,65.82,sunflower,Глинистый,0.695,0.0,0.0,False,95.08,101.21,21.97,388.76,2,3,2.78
field_016,2025-01-06,2025-01-06T00:00:00,18.92,31.55,23.09,4.31,46.61,wheat,Глинистый,0.5041,3.76,2.94,False,31.55,101.62,19.19,230.53,0,3,4.033
field_017,2025-01-06,2025-01-06T00:00:00,7.96,88.39,8.21,3.57,71.06,other,Глинистый,0.4837,0.0,0.0,False,88.39,32.63,6.8,549.5,6,3,2.902
field_018,2025-01-06,2025-01-06T00:00:00,33.66,71.82,3.13,4.9,56.21,barley,Чернозём,0.6375,0.0,0.0,False,71.82,28.75,32.61,555.08,3,0,4.463
field_019,2025-01-06,2025-01-06T00:00:00,26.93,41.6,7.91,0.39,47.56,corn,Глинистый,0.6843,6.57,6.1,False,41.6,69.43,26.39,335.67,1,3,8.212
field_020,2025-01-06,2025-01-06T00:00:00,33.39,60.59,19.06,7.3,69.08,sunflower,Глинистый,0.4359,0.0,0.0,False,60.59,148.24,32.88,494.99,2,3,1.744
field_001,2025-01-07,2025-01-07T00:00:00,12.86,81.34,5.78,0.87,66.96,soy,Чернозём,0.4487,0.0,0.0,False,81.34,60.52,12.39,187.24,4,0,2.019
field_002,2025-01-07,2025-01-07T00:00:00,20.05,42.0,1.57,5.3,20.59,sunflower,Торфяной,0.3886,11.05,13.79,False,42.0,6.27,18.15,238.8,2,4,1.554
field_003,2025-01-07,2025-01-07T00:00:00,22.18,28.45,19.7,9.7,29.37,barley,Песчаник,0.6017,7.45,7.22,False,28.45,167.55,25.04,500.55,3,2,4.212
field_004,2025-01-07,2025-01-07T00:00:00,5.33,67.81,13.14,8.35,50.68,soy,Суглинок,0.305,4.81,5.01,False,67.81,120.63,3.45,159.17,4,1,1.373
field_005,2025-01-07,2025-01-07T00:00:00,11.42,83.77,5.69,11.11,63.78,soy,Глинистый,0.4619,0.45,0.43,False,83.77,49.3,12.69,678.64,4,3,2.079
field_006,2025-01-07,2025-01-07T00:00:00,11.27,30.28,17.6,12.54,42.84,sunflower,Чернозём,0.5611,6.62,6.01,False,30.28,97.84,11.92,350.11,2,0,2.245
field_007,2025-01-08,2025-01-08T00:00:00,34.13,41.87,22.05,7.49,64.47,wheat,Песчаник,0.4168,0.0,0.0,False,41.87,171.28,36.07,364.14,0,2,3.334
field_008,2025-01-08,2025-01-08T00:00:00,17.66,61.55,7.31,9.41,99.1,wheat,Суглинок,0.5942,1.81,1.42,True,61.55,70.17,18.25,716.61,0,1,4.754
field_009,2025-01-08,2025-01-08T00:00:00,33.58,71.77,23.42,3.48,76.23,soy,Торфяной,0.4628,0.0,0.0,False,71.77,191.78,30.68,692.2,4,4,2.083
field_010,2025-01-08,2025-01-08T00:00:00,14.8,48.85,16.7,9.51,55.62,wheat,Глинистый,0.4917,0.0,0.0,False,48.85,113.56,14.72,317.05,0,3,3.934
field_011,2025-01-08,2025-01-08T00:00:00,38.08,44.64,2.59,11.24,40.43,sunflower,Песчаник,0.3416,4.96,6.85,False,44.64,16.86,38.36,684.3,2,2,1.366
field_012,2025-01-09,2025-01-09T00:00:00,25.85,90.09,12.53,11.17,77.99,barley,Суглинок,0.7654,0.0,0.0,False,90.09,57.65,23.93,713.12,3,1,5.358
field_013,2025-01-09,2025-01-09T00:00:00,29.65,41.41,12.27,12.94,37.07,sugar_beet,Торфяной,0.4559,9.6,11.53,False,41.41,99.81,32.04,685.32,5,4,27.357
field_014,2025-01-09,2025-01-09T00:00:00,16.26,29.46,19.07,12.79,35.68,other,Чернозём,0.5275,6.51,8.51,False,29.46,70.57,15.94,414.14,6,0,3.165
field_015,2025-01-09,2025-01-09T00:00:00,64.78,86.8,23.0,4.37,81.92,sunflower,Песчаник,0.5328,0.0,0.0,True,86.8,84.02,14.38,440.85,2,2,2.131
field_016,2025-01-09,2025-01-09T00:00:00,15.51,56.16,13.18,6.81,61.49,other,Песчаник,0.4563,0.0,0.0,False,56.16,65.61,17.82,672.18,6,2,2.738
field_017,2025-01-09,2025-01-09T00:00:00,19.7,35.61,6.83,2.74,16.18,soy,Чернозём,0.5308,11.91,15.0,False,35.61,24.58,18.61,723.43,4,0,2.388
field_018,2025-01-10,2025-01-10T00:00:00,5.2,96.6,21.39,4.11,88.78,sugar_beet,Торфяной,0.4762,0.0,0.0,False,96.6,148.34,7.73,746.26,5,4,28.569
field_019,2025-01-10,2025-01-10T00:00:00,17.97,40.32,1.49,11.45,29.29,corn,Чернозём,0.5667,13.08,12.5,False,40.32,6.76,17.1,475.47,1,0,6.8
field_020,2025-01-10,2025-01-10T00:00:00,31.49,90.93,2.33,8.71,44.46,soy,Глинистый,0.2977,7.76,7.19,False,90.93,17.51,33.95,207.95,4,3,1.34
field_001,2025-01-10,2025-01-10T00:00:00,23.34,39.18,13.74,12.32,33.36,soy,Глинистый,0.5326,11.24,11.07,False,39.18,104.66,22.75,410.0,4,3,2.397
field_002,2025-01-10,2025-01-10T00:00:00,30.35,30.03,12.94,6.01,39.85,wheat,Чернозём,0.6596,5.12,5.3,False,30.03,50.09,30.53,401.52,0,0,5.277
field_003,2025-01-11,2025-01-11T00:00:00,36.43,94.61,2.51,11.07,62.42,corn,Песчаник,0.3845,1.15,0.9,False,94.61,13.97,36.21,571.68,1,2,4.614
field_004,2025-01-11,2025-01-11T00:00:00,33.13,76.96,3.5,2.21,55.9,soy,Глинистый,0.3056,2.45,3.19,False,76.96,34.97,35.26,226.06,4,3,1.375
field_005,2025-01-11,2025-01-11T00:00:00,5.19,77.67,13.51,6.95,72.74,sugar_beet,Песчаник,0.419,0.0,0.0,False,77.67,54.66,5.45,192.42,5,2,25.142
field_006,2025-01-11,2025-01-11T00:00:00,25.54,50.53,17.87,1.2,46.96,soy,Глинистый,0.5594,4.85,6.31,False,50.53,135.04,23.5,620.36,4,3,2.517
field_007,2025-01-11,2025-01-11T00:00:00,19.52,78.86,22.48,4.27,71.91,other,Торфяной,0.6137,0.0,0.0,False,78.86,234.37,20.02,301.02,6,4,3.682
field_008,2025-01-11,2025-01-11T00:00:00,12.64,37.42,13.18,10.72,-0.45,sunflower,Чернозём,0.5633,14.64,13.21,True,37.42,53.55,11.7,626.53,2,0,2.253
field_009,2025-01-12,2025-01-12T00:00:00,7.88,91.16,4.86,10.59,69.19,barley,Чернозём,0.6237,0.0,0.0,False,91.16,23.46,6.05,512.25,3,0,4.366
field_010,2025-01-12,2025-01-12T00:00:00,31.33,81.48,17.05,5.58,73.72,sunflower,Глинистый,0.5666,0.0,0.0,False,81.48,73.85,33.53,747.72,2,3,2.267
field_011,2025-01-12,2025-01-12T00:00:00,34.0,74.8,5.34,12.97,56.16,wheat,Глинистый,0.4628,0.0,0.0,False,74.8,38.81,35.73,386.97,0,3,3.702
field_012,2025-01-12,2025-01-12T00:00:00,5.38,75.15,8.56,6.93,60.84,wheat,Чернозём,0.6323,0.0,0.0,False,75.15,39.08,3.33,262.43,0,0,5.058
field_013,2025-01-12,2025-01-12T00:00:00,10.86,57.59,3.62,2.35,38.16,other,Песчаник,0.329,8.58,7.64,False,57.59,14.8,8.51,266.13,6,2,1.974
field_014,2025-01-13,2025-01-13T00:00:00,25.27,26.7,0.0,7.24,22.98,other,Торфяной,0.3857,13.18,12.96,False,26.7,0.0,25.12,356.07,6,4,2.314
field_015,2025-01-13,2025-01-13T00:00:00,33.36,55.13,22.21,0.46,64.67,wheat,Глинистый,0.5687,0.0,0.0,False,55.13,151.56,33.1,520.51,0,3,4.549
field_016,2025-01-13,2025-01-13T00:00:00,31.97,92.19,14.65,8.35,82.87,other,Песчаник,0.4322,0.0,0.0,False,92.19,53.21,33.05,552.71,6,2,2.593
field_017,2025-01-13,2025-01-13T00:00:00,15.51,117.47,5.57,11.73,25.52,soy,Песчаник,0.3201,11.32,13.82,True,117.47,52.92,15.3,458.93,4,2,1.441
field_018,2025-01-13,2025-01-13T00:00:00,28.21,80.42,17.88,1.69,75.67,sunflower,Песчаник,0.5887,0.0,0.0,False,80.42,165.73,31.14,301.36,2,2,2.355
field_019,2025-01-13,2025-01-13T00:00:00,30.19,57.7,7.16,8.13,50.4,other,Песчаник,0.3823,3.58,3.36,False,57.7,67.26,30.65,347.16,6,2,2.294
field_020,2025-01-14,2025-01-14T00:00:00,5.0,64.19,14.43,11.42,54.01,wheat,Песчаник,0.4732,0.32,0.35,False,64.19,84.04,4.04,417.2,0,2,3.786
field_001,2025-01-14,2025-01-14T00:00:00,24.21,80.65,22.21,13.96,73.58,sugar_beet,Чернозём,0.7205,0.0,0.0,False,80.65,157.28,24.18,710.2,5,0,43.232
field_002,2025-01-14,2025-01-14T00:00:00,7.55,52.27,14.54,5.07,62.48,sunflower,Песчаник,0.4664,0.0,0.0,False,52.27,72.51,8.94,654.4,2,2,1.866
field_003,2025-01-14,2025-01-14T00:00:00,34.61,65.03,1.39,6.96,37.6,other,Чернозём,0.4031,5.73,7.84,False,65.03,11.8,32.7,431.12,6,0,2.418
field_004,2025-01-14,2025-01-14T00:00:00,26.75,72.75,1.61,3.11,52.84,barley,Чернозём,0.5996,0.0,0.0,False,72.75,6.99,27.72,650.05,3,0,4.198
field_005,2025-01-15,2025-01-15T00:00:00,8.45,30.2,16.94,3.17,33.43,corn,Торфяной,0.4599,8.58,11.05,False,30.2,94.52,9.47,338.88,1,4,5.519
field_006,2025-01-15,2025-01-15T00:00:00,9.84,45.49,6.57,7.58,29.02,other,Суглинок,0.5113,13.22,10.84,False,45.49,55.05,9.3,598.46,6,1,3.068
field_007,2025-01-15,2025-01-15T00:00:00,6.81,75.95,17.6,12.34,65.77,corn,Глинистый,0.5199,0.0,0.0,False,75.95,177.77,5.39,563.46,1,3,6.239
field_008,2025-01-15,2025-01-15T00:00:00,17.72,84.5,3.29,11.16,56.55,other,Чернозём,0.5933,1.23,1.21,False,84.5,26.22,20.64,552.71,6,0,3.56
field_009,2025-01-15,2025-01-15T00:00:00,14.89,32.77,17.45,7.26,36.04,sunflower,Глинистый,0.5646,7.2,8.38,False,32.77,121.27,16.94,657.76,2,3,2.259
field_010,2025-01-15,2025-01-15T00:00:00,36.47,41.86,17.44,8.03,36.67,wheat,Суглинок,0.4559,7.87,6.41,False,41.86,78.75,38.0,506.44,0,1,3.647
field_011,2025-01-16,2025-01-16T00:00:00,39.74,82.27,16.09,11.73,68.19,barley,Торфяной,0.4625,0.0,0.0,False,82.27,119.72,42.37,391.6,3,4,3.237
field_012,2025-01-16,2025-01-16T00:00:00,30.93,52.28,18.7,11.08,56.11,corn,Чернозём,0.7575,2.75,3.11,False,52.28,134.94,29.74,383.37,1,0,9.09
field_013,2025-01-16,2025-01-16T00:00:00,31.57,42.6,24.47,9.85,-2.05,soy,Торфяной,0.4081,3.65,4.35,True,42.6,171.22,31.71,701.04,4,4,1.836
field_014,2025-01-16,2025-01-16T00:00:00,15.69,67.31,1.21,10.76,40.44,sunflower,Торфяной,0.4373,8.72,6.85,False,67.31,7.23,17.18,578.9,2,4,1.749
field_015,2025-01-16,2025-01-16T00:00:00,28.77,42.31,10.2,10.95,31.43,barley,Суглинок,0.4958,4.63,6.5,False,42.31,80.23,30.04,573.23,3,1,3.471
field_016,2025-01-17,2025-01-17T00:00:00,30.04,32.95,10.73,0.36,37.13,soy,Песчаник,0.3801,12.26,9.75,False,32.95,56.81,30.45,270.88,4,2,1.711
field_017,2025-01-17,2025-01-17T00:00:00,22.93,66.35,16.23,6.3,57.18,sunflower,Суглинок,0.6285,0.72,0.99,False,66.35,94.14,20.53,721.65,2,1,2.514
field_018,2025-01-17,2025-01-17T00:00:00,30.86,41.59,4.61,8.23,30.46,soy,Глинистый,0.3609,13.93,12.09,False,41.59,16.41,27.99,475.01,4,3,1.624
field_019,2025-01-17,2025-01-17T00:00:00,13.32,87.37,17.23,11.98,78.61,barley,Песчаник,0.3785,0.0,0.0,False,87.37,117.83,11.97,172.45,3,2,2.65
field_020,2025-01-17,2025-01-17T00:00:00,14.21,65.03,9.99,12.92,57.31,soy,Глинистый,0.3905,2.22,2.69,False,65.03,96.62,15.52,667.69,4,3,1.757
field_001,2025-01-18,2025-01-18T00:00:00,26.98,74.71,2.2,2.41,50.88,other,Глинистый,0.4995,3.39,3.19,False,74.71,20.31,28.68,411.37,6,3,2.997
field_002,2025-01-18,2025-01-18T00:00:00,13.66,57.2,14.52,0.31,54.01,barley,Суглинок,0.7094,0.0,0.0,False,57.2,88.16,16.44,697.72,3,1,4.966
field_003,2025-01-18,2025-01-18T00:00:00,30.41,54.81,19.61,10.43,56.42,corn,Суглинок,0.6057,2.81,3.0,False,54.81,89.87,32.18,664.61,1,1,7.269
field_004,2025-01-18,2025-01-18T00:00:00,27.66,108.45,19.62,0.82,68.34,soy,Торфяной,0.5007,0.0,0.0,True,108.45,76.1,29.54,287.12,4,4,2.253
field_005,2025-01-18,2025-01-18T00:00:00,6.47,82.13,14.47,1.57,83.7,other,Торфяной,0.4366,0.0,0.0,False,82.13,136.56,9.25,289.05,6,4,2.62
field_006,2025-01-18,2025-01-18T00:00:00,26.97,69.09,23.77,5.63,68.75,other,Торфяной,0.6833,0.0,0.0,False,69.09,208.99,28.07,440.4,6,4,4.1
field_007,2025-01-19,2025-01-19T00:00:00,34.83,55.49,18.43,4.46,56.44,wheat,Суглинок,0.5111,0.0,0.0,False,55.49,69.66,37.2,424.5,0,1,4.089
field_008,2025-01-19,2025-01-19T00:00:00,20.87,55.07,17.58,9.28,66.26,wheat,Торфяной,0.7119,0.0,0.0,False,55.07,113.18,18.41,405.06,0,4,5.695
field_009,2025-01-19,2025-01-19T00:00:00,34.73,85.13,4.47,6.27,54.45,wheat,Песчаник,0.3817,0.21,0.19,False,85.13,35.22,36.93,224.83,0,2,3.054
field_010,2025-01-19,2025-01-19T00:00:00,15.41,49.59,21.42,7.04,61.14,sunflower,Чернозём,0.8027,0.0,0.0,False,49.59,204.82,17.29,721.38,2,0,3.211
field_011,2025-01-19,2025-01-19T00:00:00,39.14,49.72,22.69,9.1,-3.35,corn,Глинистый,0.4256,0.81,0.98,True,49.72,173.54,36.36,607.33,1,3,5.107
field_012,2025-01-20,2025-01-20T00:00:00,23.93,34.55,13.94,11.42,46.61,corn,Песчаник,0.6126,5.2,6.44,False,34.55,74.48,22.45,745.41,1,2,7.352
field_013,2025-01-20,2025-01-20T00:00:00,36.28,52.75,23.22,6.58,72.77,wheat,Суглинок,0.5041,0.0,0.0,False,52.75,196.42,35.09,639.21,0,1,4.033
field_014,2025-01-20,2025-01-20T00:00:00,38.83,74.72,7.51,3.45,51.83,wheat,Суглинок,0.4955,1.11,1.11,False,74.72,46.47,40.49,194.85,0,1,3.964
field_015,2025-01-20,2025-01-20T00:00:00,21.61,82.59,2.04,9.64,48.66,other,Торфяной,0.475,4.94,3.97,False,82.59,21.33,23.77,672.35,6,4,2.85
field_016,2025-01-20,2025-01-20T00:00:00,33.11,46.87,7.7,3.41,37.34,soy,Песчаник,0.3846,7.2,9.68,False,46.87,78.95,33.09,651.42,4,2,1.731
field_017,2025-01-20,2025-01-20T00:00:00,39.35,92.96,13.13,4.86,86.1,other,Торфяной,0.4406,0.0,0.0,False,92.96,108.51,39.98,541.8,6,4,2.644
field_018,2025-01-21,2025-01-21T00:00:00,13.78,25.54,3.88,0.67,14.35,sunflower,Песчаник,0.4757,17.46,15.0,False,25.54,40.11,13.38,729.41,2,2,1.903
field_019,2025-01-21,2025-01-21T00:00:00,29.77,70.43,16.88,13.17,59.07,barley,Торфяной,0.5822,0.0,0.0,False,70.43,90.53,31.64,585.05,3,4,4.076
field_020,2025-01-21,2025-01-21T00:00:00,25.11,27.52,17.85,8.46,43.0,sugar_beet,Песчаник,0.5778,7.08,9.45,False,27.52,154.58,25.49,675.43,5,2,34.667
field_001,2025-01-21,2025-01-21T00:00:00,7.13,67.22,4.23,11.32,101.28,barley,Песчаник,0.3233,0.98,0.84,True,67.22,20.96,5.53,685.1,3,2,2.263
field_002,2025-01-21,2025-01-21T00:00:00,8.76,68.19,24.96,10.8,91.35,sugar_beet,Торфяной,0.4875,0.0,0.0,False,68.19,117.41,11.5,741.51,5,4,29.248
field_003,2025-01-22,2025-01-22T00:00:00,30.96,70.9,1.5,4.07,44.46,barley,Суглинок,0.4483,1.51,1.94,False,70.9,8.29,29.25,269.01,3,1,3.138
field_004,2025-01-22,2025-01-22T00:00:00,16.1,57.78,0.95,12.0,35.18,sunflower,Песчаник,0.3342,9.03,8.69,False,57.78,9.99,14.9,482.92,2,2,1.337
field_005,2025-01-22,2025-01-22T00:00:00,19.81,96.82,24.9,12.98,83.19,barley,Суглинок,0.64,0.0,0.0,False,96.82,185.09,17.22,721.48,3,1,4.48
field_006,2025-01-22,2025-01-22T00:00:00,22.15,49.68,8.12,10.03,46.8,other,Глинистый,0.5276,5.51,4.62,False,49.68,44.08,24.45,296.41,6,3,3.166
field_007,2025-01-22,2025-01-22T00:00:00,5.07,28.69,17.67,13.7,37.35,corn,Песчаник,0.3634,11.22,9.68,False,28.69,177.43,4.06,587.51,1,2,4.361
field_008,2025-01-22,2025-01-22T00:00:00,29.76,88.01,9.28,2.42,60.22,sunflower,Чернозём,0.7342,0.0,0.0,False,88.01,77.32,28.34,295.5,2,0,2.937
field_009,2025-01-23,2025-01-23T00:00:00,20.02,25.26,10.32,9.97,29.27,soy,Чернозём,0.5688,9.61,12.51,False,25.26,56.45,20.47,555.32,4,0,2.56
field_010,2025-01-23,2025-01-23T00:00:00,36.05,60.11,11.4,10.32,58.92,soy,Чернозём,0.3893,1.89,2.13,False,60.11,56.62,34.92,331.8,4,0,1.752
field_011,2025-01-23,2025-01-23T00:00:00,12.68,78.05,4.19,2.52,63.33,other,Торфяной,0.5521,0.0,0.0,False,78.05,32.62,13.2,321.77,6,4,3.312
field_012,2025-01-23,2025-01-23T00:00:00,7.35,59.7,10.6,9.93,50.28,sunflower,Песчаник,0.4303,2.95,3.4,False,59.7,46.94,7.01,707.09,2,2,1.721
field_013,2025-01-23,2025-01-23T00:00:00,5.18,30.3,15.61,5.68,38.92,wheat,Глинистый,0.4264,6.7,5.63,False,30.3,75.66,6.31,188.2,0,3,3.411
field_014,2025-01-24,2025-01-24T00:00:00,34.29,50.86,0.17,11.64,45.71,barley,Торфяной,0.3234,1.32,1.5,False,50.86,1.36,32.74,305.01,3,4,2.264
field_015,2025-01-24,2025-01-24T00:00:00,33.09,48.21,9.63,0.63,44.01,sunflower,Глинистый,0.4677,4.66,5.6,False,48.21,49.69,33.52,341.06,2,3,1.871
field_016,2025-01-24,2025-01-24T00:00:00,38.5,71.0,14.89,5.46,70.49,sugar_beet,Торфяной,0.4805,0.0,0.0,False,71.0,118.77,41.23,318.55,5,4,28.83
field_017,2025-01-24,2025-01-24T00:00:00,27.27,71.84,9.3,3.18,61.85,corn,Торфяной,0.7294,1.19,1.1,False,71.84,50.51,28.8,593.24,1,4,8.753
field_018,2025-01-24,2025-01-24T00:00:00,13.89,76.14,13.76,6.12,74.83,sunflower,Торфяной,0.6109,0.0,0.0,False,76.14,122.36,14.27,664.96,2,4,2.443
field_019,2025-01-24,2025-01-24T00:00:00,5.4,37.57,1.79,4.44,26.13,barley,Суглинок,0.3346,6.72,8.36,False,37.57,12.71,6.17,246.88,3,1,2.342
field_020,2025-01-25,2025-01-25T00:00:00,29.52,46.61,6.59,10.48,40.68,soy,Песчаник,0.3292,9.31,8.51,False,46.61,26.75,28.61,692.51,4,2,1.481
